453,S,184,330
454,B,184,130
455,S,159,450
456,S,164,420
457,S,108,160
458,B,198,130
459,S,185,370
460,S,156,500
461,B,130,490
462,B,199,130
463,B,133,370
464,S,142,40
465,B,105,300
466,B,159,10
467,B,117,220
468,S,120,350
469,S,155,370
470,B,189,170
471,B,168,370
472,B,112,250
473,S,115,100
474,B,118,430
475,B,110,120
476,S,125,490
477,B,144,110
478,S,153,270
479,B,167,240
480,B,177,280
481,B,150,30
482,B,167,70
483,B,168,20
484,B,139,140
485,S,113,190
486,S,186,230
487,S,129,190
488,B,154,470
489,B,152,160
490,B,145,340
491,B,164,110
492,S,200,200
493,B,145,450
494,S,179,230
495,B,175,490
496,S,171,110
497,S,188,190
498,B,153,500
499,B,163,460
500,B,125,230
501,S,167,480
502,B,200,410
503,S,104,490
504,S,140,430
505,B,144,400
506,S,138,480
507,B,102,120
508,B,129,150
509,S,177,200
510,S,196,330
511,B,130,350
512,B,190,20
513,B,159,490
514,B,115,220
515,S,103,160
516,S,149,160
517,B,195,450
518,B,119,390
519,S,184,490
520,S,172,400
521,S,168,310
522,S,173,320
523,B,126,440
524,B,107,450
525,S,154,20
526,S,140,220
527,B,110,420
528,B,198,100
529,S,101,90
530,S,117,50
531,S,185,230
532,S,138,110
533,S,177,110
534,S,191,120
535,B,164,440
536,B,102,290
537,S,165,30
538,B,113,360
539,B,136,170
540,S,195,220
541,S,143,360
542,B,198,410
543,B,169,310
544,B,175,390
545,S,198,460
546,B,169,20
547,B,184,160
548,S,189,150
549,S,170,350
550,S,155,80
551,S,141,370
552,S,128,300
553,B,134,60
554,S,125,460
555,S,113,200
556,B,164,50
557,S,181,330
558,B,133,300
559,B,131,470
560,B,162,240
561,B,111,40
562,S,133,440
563,S,199,260
564,S,185,470
565,S,115,390
566,B,133,200
567,S,131,420
568,B,197,90
569,S,197,230
570,S,181,240
571,S,192,430
572,B,195,230
573,S,155,320
574,S,194,210
575,B,193,310
576,B,174,200
577,B,176,160
578,S,119,400
579,S,136,500
580,S,141,410
581,S,198,440
582,B,170,50
583,B,113,300
584,B,103,360
585,B,124,240
586,B,118,340
587,B,152,90
588,B,168,130
589,B,153,110
590,S,164,120
591,B,117,460
592,S,173,110
593,S,103,160
594,S,129,370
595,S,105,200
596,S,139,280
597,B,101,380
598,B,159,300
599,S,162,110
600,S,190,350
601,S,129,20
602,S,174,240
603,B,183,290
604,S,199,290
605,B,140,180
606,S,127,200
607,S,136,20
608,S,115,240
609,S,125,230
610,B,131,480
611,B,106,170
612,S,178,70
613,B,161,30
614,B,116,110
615,B,178,340
616,B,103,200
617,S,149,240
618,B,190,480
619,B,117,160
620,B,180,100
621,S,148,170
622,B,161,40
623,B,152,20
624,B,156,470
625,S,180,140
626,S,117,300
627,S,137,220
628,S,101,170
629,B,149,120
630,B,194,20
631,S,192,90
632,S,122,280
633,S,164,70
634,S,183,410
635,S,197,190
636,S,115,340
637,S,121,290
638,S,156,440
639,S,120,360
640,B,129,410
641,B,125,410
642,S,141,270
643,B,166,350
644,S,172,110
645,B,106,230
646,S,186,320
647,S,166,410
648,B,197,90
649,B,105,90
650,B,113,170
651,S,113,80
652,B,121,270
653,S,187,80
654,B,127,190
655,S,119,90
656,S,121,300
657,S,106,90
658,B,127,340
659,S,119,170
660,S,155,90
661,B,102,430
662,B,186,190
663,S,117,460
664,B,146,310
665,S,156,110
666,B,185,340
667,S,112,280
668,B,118,90
669,B,198,500
670,B,100,40
671,B,167,210
672,B,171,340
673,S,139,410
674,S,138,180
675,B,170,280
676,B,123,420
677,S,125,250
678,S,125,180
679,B,153,400
680,B,149,380
681,S,170,500
682,S,152,80
683,B,127,380
684,B,149,100
685,B,165,370
686,S,184,460
687,S,181,130
688,B,131,120
689,S,166,300
690,B,110,290
691,B,189,100
692,B,192,380
693,S,113,370
694,B,103,450
695,S,146,300
696,B,153,410
697,B,119,410
698,B,196,100
699,S,146,250
700,B,188,40
701,B,123,450
702,S,109,90
703,B,110,140
704,S,109,110
705,S,143,80
706,S,152,190
707,B,156,240
708,B,149,240
709,S,117,70
710,B,154,250
711,B,124,180
712,S,130,330
713,B,163,20
714,S,172,260
715,S,157,270
716,B,170,130
717,S,104,250
718,B,195,460
719,S,184,60
720,B,177,250
721,B,194,340
722,S,106,380
723,B,157,360
724,B,134,340
725,B,197,400
726,S,157,140
727,S,148,350
728,B,163,330
729,B,163,300
730,B,157,290
731,S,131,250
732,S,188,370
733,B,188,130
734,B,176,140
735,B,175,150
736,B,134,260
737,S,140,100
738,S,115,110
739,B,172,410
740,S,164,280
741,S,148,120
742,S,103,500
743,B,157,170
744,S,101,320
745,B,129,160
746,B,157,470
747,B,183,40
748,B,168,370
749,S,131,400
750,B,166,190
751,B,113,80
752,B,109,440
753,S,187,500
754,S,104,430
755,S,172,260
756,S,176,400
757,B,128,150
758,B,129,340
759,B,156,130
760,S,141,40
761,B,182,450
762,B,148,310
763,B,167,470
764,B,130,460
765,B,165,140
766,B,174,30
767,B,180,190
768,S,188,80
769,S,178,300
770,S,191,100
771,S,199,190
772,B,113,460
773,S,135,200
774,S,178,360
775,B,173,120
776,S,111,160
777,B,112,130
778,B,199,330
779,B,137,10
780,B,191,430
781,S,129,80
782,B,122,250
783,B,139,100
784,S,155,350
785,S,142,360
786,S,173,30
787,S,155,370
788,S,128,170
789,B,161,260
790,S,147,150
791,B,180,100
792,B,124,40
793,S,154,20
794,S,134,230
795,S,121,140
796,S,144,420
797,S,113,440
798,B,190,230
799,B,176,190
800,B,167,240
801,S,175,30
802,B,100,410
803,S,164,10
804,B,138,190
805,B,175,10
806,B,121,320
807,S,152,100
808,B,190,250
809,S,123,280
810,S,108,190
811,B,173,480
812,S,118,140
813,B,103,40
814,S,125,210
815,B,161,420
816,S,163,20
817,S,130,260
818,S,170,380
819,S,189,100
820,S,194,200
821,B,109,20
822,S,124,160
823,B,197,220
824,S,193,350
825,S,124,420
826,S,181,60
827,S,186,40
828,S,150,150
829,S,106,500
830,S,139,180
831,B,198,40
832,B,104,180
833,S,104,150
834,B,114,130
835,S,107,380
836,B,169,450
837,S,116,150
838,S,193,440
839,S,136,50
840,S,175,90
841,B,157,480
842,B,184,160
843,S,114,330
844,B,167,40
845,B,158,490
846,S,164,310
847,S,124,110
848,B,127,310
849,B,176,410
850,S,131,410
851,S,101,470
852,B,193,250
853,S,127,450
854,B,165,420
855,S,108,190
856,B,195,180
857,B,160,210
858,B,114,280
859,S,157,300
860,S,123,230
861,B,183,410
862,S,185,470
863,S,193,120
864,B,168,140
865,B,114,470
866,S,127,30
867,B,121,190
868,S,142,290
869,B,141,480
870,S,126,190
871,S,198,170
872,S,169,170
873,B,123,500
874,B,126,40
875,B,186,20
876,S,153,160
877,S,180,340
878,B,167,190
879,S,102,230
880,B,163,440
881,S,135,360
882,S,192,310
883,S,157,390
884,B,170,50
885,S,163,410
886,B,157,10
887,B,148,330
888,S,142,40
889,B,153,500
890,B,181,100
891,B,136,490
892,S,185,270
893,B,106,130
894,S,195,10
895,B,176,60
896,B,115,230
897,B,111,480
898,S,186,480
899,B,128,110
900,B,105,30
901,S,105,20
902,S,175,320
903,S,124,160
904,B,108,30
905,S,113,100
906,S,158,100
907,B,191,190
908,S,164,50
909,S,192,360
910,B,165,310
911,S,172,310
912,S,189,320
913,B,181,10
914,B,138,460
915,S,130,170
916,B,152,200
917,B,167,470
918,B,196,130
919,S,179,280
920,S,158,140
921,S,121,410
922,B,109,410
923,B,189,480
924,B,179,250
925,B,179,440
926,B,181,30
927,S,150,400
928,S,108,340
929,S,124,150
930,S,114,500
931,S,122,250
932,B,178,450
933,S,169,230
934,S,164,440
935,B,189,100
936,S,170,170
937,B,161,300
938,B,147,20
939,S,135,140
940,B,103,220
941,S,140,420
942,B,192,70
943,S,112,420
944,S,126,500
945,B,170,130
946,S,122,450
947,S,150,240
948,S,171,230
949,B,129,100
950,B,168,40
951,B,103,60
952,S,199,80
953,B,134,230
954,S,174,230
955,S,112,410
956,B,163,300
957,B,157,220
958,S,193,490
959,S,188,190
960,B,185,130
961,B,176,160
962,B,125,410
963,S,184,200
964,S,116,400
965,B,130,90
966,S,125,10
967,S,112,350
968,B,196,170
969,S,108,90
970,S,114,380
971,S,181,420
972,B,123,360
973,S,143,170
974,S,198,140
975,S,159,480
976,B,163,200
977,B,109,200
978,B,199,300
979,B,124,380
980,B,172,270
981,S,183,150
982,B,153,40
983,B,132,10
984,S,181,20
985,S,199,350
986,B,169,180
987,B,112,20
988,B,116,320
989,S,139,370
990,S,109,210
991,S,188,100
992,B,144,140
993,B,139,320
994,B,103,500
995,B,160,200
996,S,115,500
997,S,114,470
998,B,120,190
999,B,160,410
1000,B,191,90
1001,S,117,70
1002,S,122,80
1003,B,148,30
1004,B,191,480
1005,B,171,310
1006,S,135,260
1007,S,116,260
1008,S,142,230
1009,S,154,500
1010,B,182,500
1011,B,120,270
1012,B,105,320
1013,S,138,370
1014,B,139,70
1015,S,144,430
1016,B,138,20
1017,S,153,40
1018,S,102,390
1019,S,188,390
1020,S,143,470
1021,S,196,440
1022,B,198,480
1023,S,151,460
1024,B,176,90
1025,B,177,130
1026,B,163,130
1027,S,131,170
1028,B,137,120
1029,B,108,300
1030,S,151,140
1031,S,186,260
1032,B,155,30
1033,S,196,220
1034,S,131,50
1035,B,142,220
1036,S,135,30
1037,B,199,40
1038,B,122,270
1039,B,181,410
1040,B,135,150
1041,S,159,140
1042,S,161,100
1043,S,164,290
1044,S,105,270
1045,S,156,180
1046,S,137,340
1047,S,129,250
1048,B,102,360
1049,B,171,290
1050,B,176,490
1051,B,180,170
1052,B,196,220
1053,S,191,500
1054,B,134,380
1055,B,110,110
1056,B,197,120
1057,B,196,430
1058,B,133,430
1059,B,124,110
1060,B,194,190
1061,S,173,50
1062,S,114,350
1063,B,110,170
1064,S,169,430
1065,B,194,470
1066,S,110,380
1067,B,113,100
1068,S,186,260
1069,S,131,210
1070,S,134,120
1071,B,159,440
1072,B,146,30
1073,B,129,80
1074,S,104,460
1075,S,197,500
1076,S,113,20
1077,S,174,240
1078,B,113,100
1079,B,114,280
1080,S,124,300
1081,S,184,130
1082,B,195,210
1083,S,167,260
1084,B,122,480
1085,B,168,490
1086,B,175,350
1087,S,190,30
1088,B,148,350
1089,S,138,440
1090,B,104,130
1091,S,163,310
1092,B,190,180
1093,S,108,110
1094,S,127,110
1095,S,104,210
1096,S,109,410
1097,S,113,130
1098,S,133,140
1099,S,154,180
1100,B,137,190
1101,B,198,370
1102,B,144,120
1103,S,177,140
1104,B,193,40
1105,B,178,440
1106,B,136,420
1107,S,108,480
1108,S,123,470
1109,S,121,250
1110,B,114,340
1111,S,193,70
1112,B,130,310
1113,B,122,500
1114,S,118,200
1115,B,105,430
1116,B,171,90
1117,B,107,100
1118,S,162,360
1119,S,142,290
1120,B,131,470
1121,S,185,100
1122,S,104,500
1123,B,195,240
1124,S,131,500
1125,B,102,400
1126,B,166,330
1127,B,189,370
1128,B,173,320
1129,S,172,130
1130,B,192,420
1131,B,174,490
1132,S,102,300
1133,B,147,490
1134,S,189,190
1135,B,120,330
1136,B,178,80
1137,S,129,330
1138,S,134,260
1139,B,200,420
1140,S,157,20
1141,B,118,190
1142,S,179,270
1143,B,133,450
1144,S,145,440
1145,S,175,100
1146,B,166,70
1147,B,149,400
1148,S,104,140
1149,S,193,310
1150,B,186,70
1151,S,152,100
1152,S,124,400
1153,B,178,130
1154,B,110,290
1155,S,109,350
1156,S,116,480
1157,B,103,290
1158,B,191,410
1159,S,110,60
1160,B,189,120
1161,S,177,110
1162,S,155,290
1163,S,142,10
1164,S,139,460
1165,B,142,170
1166,B,172,320
1167,S,168,340
1168,B,127,410
1169,S,107,350
1170,B,170,440
1171,S,119,340
1172,S,108,190
1173,B,197,470
1174,B,158,460
1175,S,143,120
1176,S,169,330
1177,B,158,450
1178,B,156,250
1179,S,125,70
1180,S,156,430
1181,B,192,80
1182,S,115,210
1183,B,193,390
1184,B,144,70
1185,B,106,390
1186,S,191,340
1187,B,190,270
1188,S,187,460
1189,B,137,50
1190,B,133,470
1191,S,175,30
1192,B,163,490
1193,B,141,380
1194,S,151,20
1195,B,118,280
1196,S,168,90
1197,B,136,380
1198,S,108,460
1199,S,134,310
1200,S,175,480
1201,B,188,250
1202,S,181,490
1203,S,144,140
1204,B,119,460
1205,S,103,350
1206,B,107,470
1207,B,133,360
1208,B,163,300
1209,B,124,270
1210,B,154,10
1211,S,109,250
1212,B,160,210
1213,B,146,10
1214,S,108,280
1215,B,137,400
1216,S,187,470
1217,S,115,380
1218,S,178,490
1219,S,138,340
1220,B,196,30
1221,S,112,60
1222,S,112,490
1223,B,101,130
1224,B,151,430
1225,S,116,310
1226,S,171,20
1227,B,172,250
1228,B,163,100
1229,B,180,320
1230,S,192,180
1231,B,163,180
1232,S,149,200
1233,B,128,320
1234,S,191,200
1235,B,173,240
1236,S,109,310
1237,B,168,40
1238,S,106,170
1239,S,123,140
1240,S,168,310
1241,S,181,20
1242,B,177,250
1243,B,184,280
1244,B,122,420
1245,B,122,280
1246,B,185,420
1247,B,199,60
1248,S,187,100
1249,B,141,100
1250,B,187,170
1251,B,188,420
1252,B,113,350
1253,S,130,60
1254,B,122,340
1255,B,179,80
1256,B,137,210
1257,S,130,200
1258,B,167,100
1259,S,165,50
1260,B,118,70
1261,B,194,100
1262,B,198,100
1263,S,106,330
1264,S,158,410
1265,B,184,110
1266,B,194,380
1267,B,176,100
1268,S,179,250
1269,S,130,210
1270,B,158,190
1271,B,176,220
1272,B,190,490
1273,S,122,240
1274,B,114,430
1275,S,125,470
1276,B,176,40
1277,S,113,200
1278,B,158,160
1279,B,186,370
1280,B,163,200
1281,B,190,400
1282,B,133,60
1283,B,182,140
1284,S,199,170
1285,B,194,300
1286,S,130,370
1287,B,153,490
1288,B,139,220
1289,B,177,320
1290,S,148,210
1291,B,184,290
1292,B,136,420
1293,B,163,230
1294,B,149,390
1295,S,111,110
1296,S,100,180
1297,B,147,440
1298,S,140,110
1299,B,100,320
1300,S,176,20
1301,S,196,410
1302,B,102,110
1303,S,177,140
1304,S,120,350
1305,B,127,50
1306,B,143,50
1307,B,117,310
1308,B,169,500
1309,S,193,290
1310,S,159,150
1311,B,143,270
1312,S,200,310
1313,S,200,340
1314,B,116,250
1315,B,159,440
1316,S,103,220
1317,S,136,140
1318,B,144,420
1319,B,123,140
1320,S,162,170
1321,S,132,200
1322,S,178,30
1323,S,125,30
1324,S,122,340
1325,S,134,450
1326,S,176,10
1327,S,189,450
1328,B,132,450
1329,S,129,350
1330,B,187,410
1331,S,104,340
1332,S,134,270
1333,B,135,350
1334,B,133,500
1335,S,155,40
1336,S,177,150
1337,S,117,450
1338,S,142,280
1339,B,123,490
1340,B,198,330
1341,B,200,460
1342,B,165,170
1343,S,147,300
1344,S,180,340
1345,B,173,110
1346,S,167,400
1347,S,111,320
1348,S,197,460
1349,B,114,10
1350,B,188,380
1351,S,142,420
1352,S,109,460
1353,B,114,400
1354,B,137,250
1355,S,133,40
1356,S,170,110
1357,B,161,60
1358,B,184,490
1359,S,149,150
1360,S,111,20
1361,S,168,200
1362,S,166,40
1363,B,139,280
1364,S,147,500
1365,S,179,210
1366,B,179,410
1367,S,141,280
1368,S,108,250
1369,S,190,390
1370,S,102,140
1371,S,134,380
1372,B,198,370
1373,S,193,50
1374,S,112,80
1375,S,153,120
1376,S,153,370
1377,B,118,440
1378,S,171,180
1379,B,200,230
1380,S,174,30
1381,B,112,240
1382,B,116,170
1383,S,153,470
1384,B,185,40
1385,S,134,430
1386,S,129,200
1387,B,143,340
1388,S,168,450
1389,B,193,100
1390,S,160,430
1391,B,194,190
1392,S,121,10
1393,S,113,480
1394,B,196,20
1395,S,168,450
1396,B,125,110
1397,S,200,430
1398,S,168,190
1399,B,157,430
1400,S,153,80
1401,B,116,460
1402,B,168,280
1403,S,128,390
1404,S,122,170
1405,S,200,490
1406,B,166,370
1407,S,153,220
1408,S,150,160
1409,S,108,110
1410,S,134,190
1411,B,123,370
1412,B,197,100
1413,S,173,200
1414,B,110,120
1415,B,161,470
1416,B,104,140
1417,B,120,120
1418,S,188,430
1419,B,183,500
1420,B,144,240
1421,S,129,300
1422,S,164,470
1423,S,133,300
1424,B,192,420
1425,B,107,170
1426,S,176,160
1427,B,137,10
1428,S,132,250
1429,S,160,350
1430,B,182,490
1431,S,135,170
1432,S,116,290
1433,S,176,50
1434,S,189,130
1435,S,182,370
1436,B,194,470
1437,S,144,30
1438,S,100,140
1439,B,113,170
1440,S,178,480
1441,B,137,200
1442,S,157,350
1443,S,104,160
1444,B,101,200
1445,B,145,350
1446,B,158,10
1447,B,120,480
1448,B,190,310
1449,B,136,300
1450,B,134,390
1451,S,173,300
1452,B,114,40
1453,B,162,140
1454,B,168,170
1455,B,167,340
1456,B,197,320
1457,B,197,200
1458,S,178,210
1459,B,179,20
1460,B,138,290
1461,B,170,420
1462,S,116,330
1463,S,166,90
1464,S,126,470
1465,S,166,230
1466,S,143,470
1467,S,113,170
1468,S,113,330
1469,B,195,370
1470,B,157,100
1471,B,141,170
1472,S,178,130
1473,S,148,180
1474,B,156,90
1475,B,157,60
1476,B,160,370
1477,S,153,100
1478,B,145,340
1479,B,189,500
1480,S,185,420
1481,B,149,120
1482,B,192,130
1483,S,127,40
1484,B,100,340
1485,S,160,260
1486,B,144,490
1487,B,171,430
1488,B,168,230
1489,B,172,240
1490,B,120,170
1491,B,119,110
1492,S,143,360
1493,B,173,340
1494,B,168,340
1495,S,172,140
1496,S,115,370
1497,B,109,70
1498,B,112,40
1499,S,163,390
1500,S,107,210
1501,S,181,420
1502,B,173,420
1503,B,109,360
1504,B,147,500
1505,S,146,100
1506,S,190,90
1507,B,121,100
1508,B,136,60
1509,B,104,80
1510,B,172,100
1511,B,115,200
1512,B,125,50
1513,B,124,10
1514,S,186,180
1515,S,175,450
1516,S,141,340
1517,S,126,430
1518,B,179,480
1519,S,189,360
1520,S,199,300
1521,S,119,160
1522,S,107,120
1523,S,131,80
1524,B,173,320
1525,S,143,30
1526,B,192,440
1527,B,124,60
1528,B,160,360
1529,S,146,40
1530,B,198,440
1531,S,186,100
1532,S,186,60
1533,B,136,150
1534,S,196,230
1535,B,197,360
1536,S,121,40
1537,B,139,250
1538,S,200,330
1539,B,191,140
1540,S,142,240
1541,S,200,460
1542,S,111,310
1543,S,178,370
1544,B,134,190
1545,B,130,320
1546,S,128,490
1547,B,108,150
1548,S,197,450
1549,S,175,10
1550,B,166,480
1551,S,124,160
1552,S,114,430
1553,B,187,350
1554,S,127,150
1555,S,130,270
1556,B,184,480
1557,B,121,210
1558,B,163,230
1559,B,120,420
1560,B,143,460
1561,B,141,200
1562,S,120,60
1563,B,155,80
1564,S,183,160
1565,B,171,50
1566,B,126,460
1567,S,104,140
1568,S,152,120
1569,S,113,380
1570,B,156,380
1571,B,104,280
1572,B,106,20
1573,B,169,380
1574,S,140,250
1575,S,189,490
1576,S,169,190
1577,B,133,230
1578,B,103,110
1579,S,111,260
1580,S,114,140
1581,B,109,430
1582,S,117,400
1583,B,106,10
1584,S,160,230
1585,B,112,430
1586,B,110,240
1587,S,180,20
1588,B,154,140
1589,B,135,410
1590,S,123,20
1591,B,192,350
1592,S,150,150
1593,S,119,70
1594,S,192,110
1595,B,190,350
1596,S,196,30
1597,S,173,450
1598,S,105,30
1599,B,185,170
1600,B,133,230
1601,S,124,460
1602,B,147,370
1603,B,159,470
1604,S,101,480
1605,B,158,370
1606,S,154,290
1607,S,105,70
1608,S,167,40
1609,S,120,240
1610,B,174,370
1611,S,176,270
1612,S,177,160
1613,S,200,330
1614,S,170,190
1615,S,117,410
1616,S,135,60
1617,S,128,470
1618,B,174,140
1619,S,116,310
1620,S,197,20
1621,S,151,100
1622,B,125,430
1623,B,134,430
1624,S,182,10
1625,B,189,470
1626,B,157,310
1627,S,152,120
1628,B,143,50
1629,S,154,120
1630,S,190,170
1631,B,180,290
1632,S,124,300
1633,B,135,170
1634,S,167,400
1635,B,121,170
1636,S,105,340
1637,B,116,440
1638,B,173,420
1639,S,164,300
1640,S,115,40
1641,S,115,290
1642,S,154,430
1643,S,118,500
1644,S,116,270
1645,B,120,320
1646,B,140,410
1647,B,135,410
1648,S,103,380
1649,S,162,250
1650,B,187,170
1651,B,133,310
1652,B,197,430
1653,S,117,500
1654,S,134,250
1655,B,103,70
1656,S,129,440
1657,B,177,50
1658,B,107,290
1659,S,133,10
1660,S,108,360
1661,S,119,490
1662,S,199,350
1663,S,144,170
1664,S,100,430
1665,S,123,40
1666,B,121,130
